full_text,cleasing,Tokenization and Case Folding,filtering,stemming
Yusril Ihza Mahendra @yusrilihzamhd mendukung Pak @prabowo dan Mas @gibran_rakabuming sebagai dua pemimpin cerdas dan visioner untuk menuju Indonesia Emas 2045. #bantenhay #promedia #yusrilihzamahendra #prabowosubianto #gibranrakabumingraka #indonesiaemas https://t.co/LMTsSYxDPU,Yusril Ihza Mahendra yusrilihzamhd mendukung Pak prabowo dan Mas gibranrakabuming sebagai dua pemimpin cerdas dan visioner untuk menuju Indonesia Emas  bantenhay promedia yusrilihzamahendra prabowosubianto gibranrakabumingraka indonesiaemas ,"['yusril', 'ihza', 'mahendra', 'yusrilihzamhd', 'mendukung', 'pak', 'prabowo', 'dan', 'mas', 'gibranrakabuming', 'sebagai', 'dua', 'pemimpin', 'cerdas', 'dan', 'visioner', 'untuk', 'menuju', 'indonesia', 'emas', 'bantenhay', 'promedia', 'yusrilihzamahendra', 'prabowosubianto', 'gibranrakabumingraka', 'indonesiaemas']","['yusril', 'ihza', 'mahendra', 'yusrilihzamhd', 'mendukung', 'prabowo', 'mas', 'gibranrakabuming', 'pemimpin', 'cerdas', 'visioner', 'indonesia', 'emas', 'bantenhay', 'promedia', 'yusrilihzamahendra', 'prabowosubianto', 'gibranrakabumingraka', 'indonesiaemas']","['yusril', 'ihza', 'mahendra', 'yusrilihzamhd', 'dukung', 'prabowo', 'mas', 'gibranrakabuming', 'pimpin', 'cerdas', 'visioner', 'indonesia', 'emas', 'bantenhay', 'promedia', 'yusrilihzamahendra', 'prabowosubianto', 'gibranrakabumingraka', 'indonesiaemas']"
Sejumlah elite dari Tim Kampanye Nasional (TKN) Prabowo-Gibran hadir dalam acara yang dibalut dalam buka puasa bersama sekaligus pemberian santunan untuk anak yatim. #projo #jokowi #IndonesiaEmas https://t.co/iXtLNgTqG7,Sejumlah elite dari Tim Kampanye Nasional TKN PrabowoGibran hadir dalam acara yang dibalut dalam buka puasa bersama sekaligus pemberian santunan untuk anak yatim projo jokowi IndonesiaEmas ,"['sejumlah', 'elite', 'dari', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowogibran', 'hadir', 'dalam', 'acara', 'yang', 'dibalut', 'dalam', 'buka', 'puasa', 'bersama', 'sekaligus', 'pemberian', 'santunan', 'untuk', 'anak', 'yatim', 'projo', 'jokowi', 'indonesiaemas']","['elite', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowogibran', 'hadir', 'acara', 'dibalut', 'buka', 'puasa', 'pemberian', 'santunan', 'anak', 'yatim', 'projo', 'jokowi', 'indonesiaemas']","['elite', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowogibran', 'hadir', 'acara', 'balut', 'buka', 'puasa', 'beri', 'santun', 'anak', 'yatim', 'projo', 'jokowi', 'indonesiaemas']"
DPP Projo menggelar potong tumpeng syukuran Kemenangan Calon Presiden - Wakil Presiden Prabowo Subianto dan Gibran Rakabuming di Pancoran Timur Raya Jakarta Selatan Senin (18/3/2024). #projo #jokowi #IndonesiaEmas #bukber #Ramadhan https://t.co/1sWrNQQdlT,DPP Projo menggelar potong tumpeng syukuran Kemenangan Calon Presiden  Wakil Presiden Prabowo Subianto dan Gibran Rakabuming di Pancoran Timur Raya Jakarta Selatan Senin  projo jokowi IndonesiaEmas bukber Ramadhan ,"['dpp', 'projo', 'menggelar', 'potong', 'tumpeng', 'syukuran', 'kemenangan', 'calon', 'presiden', 'wakil', 'presiden', 'prabowo', 'subianto', 'dan', 'gibran', 'rakabuming', 'di', 'pancoran', 'timur', 'raya', 'jakarta', 'selatan', 'senin', 'projo', 'jokowi', 'indonesiaemas', 'bukber', 'ramadhan']","['dpp', 'projo', 'menggelar', 'potong', 'tumpeng', 'syukuran', 'kemenangan', 'calon', 'presiden', 'wakil', 'presiden', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'pancoran', 'timur', 'raya', 'jakarta', 'selatan', 'senin', 'projo', 'jokowi', 'indonesiaemas', 'bukber', 'ramadhan']","['dpp', 'projo', 'gelar', 'potong', 'tumpeng', 'syukur', 'menang', 'calon', 'presiden', 'wakil', 'presiden', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'pancoran', 'timur', 'raya', 'jakarta', 'selatan', 'senin', 'projo', 'jokowi', 'indonesiaemas', 'bukber', 'ramadhan']"
Kabinet Indonesia Maju #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #prabowo #prabowosubianto https://t.co/IlA5uzwJmb,Kabinet Indonesia Maju jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia prabowo prabowosubianto ,"['kabinet', 'indonesia', 'maju', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']","['kabinet', 'indonesia', 'maju', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']","['kabinet', 'indonesia', 'maju', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']"
Koalisi enggak gemuk enggak kurus tetapi koalisi gemoy. Kamu terjemahin deh sesuai dengan namanya. Dikutip saja koalisinya bukan gemuk atau kurus tapi koalisi gemoy ujarnya #projo #jokowi #IndonesiaEmas https://t.co/jHkvTyBn3o,Koalisi enggak gemuk enggak kurus tetapi koalisi gemoy Kamu terjemahin deh sesuai dengan namanya Dikutip saja koalisinya bukan gemuk atau kurus tapi koalisi gemoy ujarnya projo jokowi IndonesiaEmas ,"['koalisi', 'enggak', 'gemuk', 'enggak', 'kurus', 'tetapi', 'koalisi', 'gemoy', 'kamu', 'terjemahin', 'deh', 'sesuai', 'dengan', 'namanya', 'dikutip', 'saja', 'koalisinya', 'bukan', 'gemuk', 'atau', 'kurus', 'tapi', 'koalisi', 'gemoy', 'ujarnya', 'projo', 'jokowi', 'indonesiaemas']","['koalisi', 'gemuk', 'kurus', 'koalisi', 'gemoy', 'terjemahin', 'deh', 'sesuai', 'namanya', 'dikutip', 'koalisinya', 'gemuk', 'kurus', 'koalisi', 'gemoy', 'projo', 'jokowi', 'indonesiaemas']","['koalisi', 'gemuk', 'kurus', 'koalisi', 'gemoy', 'terjemahin', 'deh', 'sesuai', 'nama', 'kutip', 'koalisi', 'gemuk', 'kurus', 'koalisi', 'gemoy', 'projo', 'jokowi', 'indonesiaemas']"
@jokowi #Pemilu2024 #IndonesiaEmas IKN jalan tol Bandara https://t.co/lMeRkQ53uY,jokowi Pemilu IndonesiaEmas IKN jalan tol Bandara ,"['jokowi', 'pemilu', 'indonesiaemas', 'ikn', 'jalan', 'tol', 'bandara']","['jokowi', 'pemilu', 'indonesiaemas', 'ikn', 'jalan', 'tol', 'bandara']","['jokowi', 'milu', 'indonesiaemas', 'ikn', 'jalan', 'tol', 'bandara']"
Rekapitulasi Pemilu di 33 Provinsi telah diSAHkan oleh @KPU_ID dan @prabowo gibran tetap teratas untuk perolehan suaranya. 🇮🇩 #projo #jokowi #IndonesiaEmas https://t.co/cSWcf3Mnjr,Rekapitulasi Pemilu di  Provinsi telah diSAHkan oleh KPUID dan prabowo gibran tetap teratas untuk perolehan suaranya  projo jokowi IndonesiaEmas ,"['rekapitulasi', 'pemilu', 'di', 'provinsi', 'telah', 'disahkan', 'oleh', 'kpuid', 'dan', 'prabowo', 'gibran', 'tetap', 'teratas', 'untuk', 'perolehan', 'suaranya', 'projo', 'jokowi', 'indonesiaemas']","['rekapitulasi', 'pemilu', 'provinsi', 'disahkan', 'kpuid', 'prabowo', 'gibran', 'teratas', 'perolehan', 'suaranya', 'projo', 'jokowi', 'indonesiaemas']","['rekapitulasi', 'milu', 'provinsi', 'sah', 'kpuid', 'prabowo', 'gibran', 'atas', 'oleh', 'suara', 'projo', 'jokowi', 'indonesiaemas']"
Kepekaan seorang pemimpin menghormati Azan Magrib ketika memberikan pengarahan #menghormati #menghargai #indonesiaemas #indonesiaemas2045 #bijak #kapolri #pemimpinbijak #pemimpinindonesia #teladan #keteladanan #salingmengingatkan #salingsupport #salingmenghargai #adzan https://t.co/80uZ7ABlVP,Kepekaan seorang pemimpin menghormati Azan Magrib ketika memberikan pengarahan menghormati menghargai indonesiaemas indonesiaemas bijak kapolri pemimpinbijak pemimpinindonesia teladan keteladanan salingmengingatkan salingsupport salingmenghargai adzan ,"['kepekaan', 'seorang', 'pemimpin', 'menghormati', 'azan', 'magrib', 'ketika', 'memberikan', 'pengarahan', 'menghormati', 'menghargai', 'indonesiaemas', 'indonesiaemas', 'bijak', 'kapolri', 'pemimpinbijak', 'pemimpinindonesia', 'teladan', 'keteladanan', 'salingmengingatkan', 'salingsupport', 'salingmenghargai', 'adzan']","['kepekaan', 'pemimpin', 'menghormati', 'azan', 'magrib', 'pengarahan', 'menghormati', 'menghargai', 'indonesiaemas', 'indonesiaemas', 'bijak', 'kapolri', 'pemimpinbijak', 'pemimpinindonesia', 'teladan', 'keteladanan', 'salingmengingatkan', 'salingsupport', 'salingmenghargai', 'adzan']","['peka', 'pimpin', 'hormat', 'azan', 'magrib', 'arah', 'hormat', 'harga', 'indonesiaemas', 'indonesiaemas', 'bijak', 'kapolri', 'pemimpinbijak', 'pemimpinindonesia', 'teladan', 'teladan', 'salingmengingatkan', 'salingsupport', 'salingmenghargai', 'adzan']"
menuju indonesia maju @jokowi @prabowo #indonesiamaju #IndonesiaEmas https://t.co/2GRN20SMvx,menuju indonesia maju jokowi prabowo indonesiamaju IndonesiaEmas ,"['menuju', 'indonesia', 'maju', 'jokowi', 'prabowo', 'indonesiamaju', 'indonesiaemas']","['indonesia', 'maju', 'jokowi', 'prabowo', 'indonesiamaju', 'indonesiaemas']","['indonesia', 'maju', 'jokowi', 'prabowo', 'indonesiamaju', 'indonesiaemas']"
JOKOWI #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #prabowo #prabowosubianto #bankmandiri #ikn https://t.co/WpTaoODAr6,JOKOWI jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia prabowo prabowosubianto bankmandiri ikn ,"['jokowi', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'bankmandiri', 'ikn']","['jokowi', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'bankmandiri', 'ikn']","['jokowi', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'bankmandiri', 'ikn']"
 Pilpres atau Pemilu 2024 sudah selesai yang ada ini tinggal elit politik kata Budi Arie di DPP Projo Perdatam Pancoran Jakarta Selatan (Jaksel) Senin (18/3). #projo #jokowi #IndonesiaEmas https://t.co/jXHzGRYwCM, Pilpres atau Pemilu  sudah selesai yang ada ini tinggal elit politik kata Budi Arie di DPP Projo Perdatam Pancoran Jakarta Selatan Jaksel Senin  projo jokowi IndonesiaEmas ,"['pilpres', 'atau', 'pemilu', 'sudah', 'selesai', 'yang', 'ada', 'ini', 'tinggal', 'elit', 'politik', 'kata', 'budi', 'arie', 'di', 'dpp', 'projo', 'perdatam', 'pancoran', 'jakarta', 'selatan', 'jaksel', 'senin', 'projo', 'jokowi', 'indonesiaemas']","['pilpres', 'pemilu', 'selesai', 'tinggal', 'elit', 'politik', 'budi', 'arie', 'dpp', 'projo', 'perdatam', 'pancoran', 'jakarta', 'selatan', 'jaksel', 'senin', 'projo', 'jokowi', 'indonesiaemas']","['pilpres', 'milu', 'selesai', 'tinggal', 'elit', 'politik', 'budi', 'arie', 'dpp', 'projo', 'perdatam', 'pancoran', 'jakarta', 'selatan', 'jaksel', 'senin', 'projo', 'jokowi', 'indonesiaemas']"
Dukung Upaya Pemerintah dalam Pembangunan IKN #ikn #nusantara #membangunnegeri #indonesiaemas #indonesiasejahtera #pembangunan https://t.co/CTBdIEXgFf,Dukung Upaya Pemerintah dalam Pembangunan IKN ikn nusantara membangunnegeri indonesiaemas indonesiasejahtera pembangunan ,"['dukung', 'upaya', 'pemerintah', 'dalam', 'pembangunan', 'ikn', 'ikn', 'nusantara', 'membangunnegeri', 'indonesiaemas', 'indonesiasejahtera', 'pembangunan']","['dukung', 'upaya', 'pemerintah', 'pembangunan', 'ikn', 'ikn', 'nusantara', 'membangunnegeri', 'indonesiaemas', 'indonesiasejahtera', 'pembangunan']","['dukung', 'upaya', 'perintah', 'bangun', 'ikn', 'ikn', 'nusantara', 'membangunnegeri', 'indonesiaemas', 'indonesiasejahtera', 'bangun']"
Dengan rekonsiliasi dia menilai seluruh program besar Prabowo-Gibran nantinya bisa berjalan dengan baik karena bantuan banyak pihak. #projo #jokowi #IndonesiaEmas,Dengan rekonsiliasi dia menilai seluruh program besar PrabowoGibran nantinya bisa berjalan dengan baik karena bantuan banyak pihak projo jokowi IndonesiaEmas,"['dengan', 'rekonsiliasi', 'dia', 'menilai', 'seluruh', 'program', 'besar', 'prabowogibran', 'nantinya', 'bisa', 'berjalan', 'dengan', 'baik', 'karena', 'bantuan', 'banyak', 'pihak', 'projo', 'jokowi', 'indonesiaemas']","['rekonsiliasi', 'menilai', 'program', 'prabowogibran', 'berjalan', 'bantuan', 'projo', 'jokowi', 'indonesiaemas']","['rekonsiliasi', 'nilai', 'program', 'prabowogibran', 'jalan', 'bantu', 'projo', 'jokowi', 'indonesiaemas']"
Harus rekonsiliasi itu penting karena untuk menjadi negara maju perlu persatuan nasional sehingga kami mendukung adanya rekonsiliasi nasional kata Budie Arie saat ditemui di acara bukber di Kantor DPP Projo Pancoran Jaksel Senin (18/3). #projo #jokowi #IndonesiaEmas https://t.co/pBjWYJuynU,Harus rekonsiliasi itu penting karena untuk menjadi negara maju perlu persatuan nasional sehingga kami mendukung adanya rekonsiliasi nasional kata Budie Arie saat ditemui di acara bukber di Kantor DPP Projo Pancoran Jaksel Senin  projo jokowi IndonesiaEmas ,"['harus', 'rekonsiliasi', 'itu', 'penting', 'karena', 'untuk', 'menjadi', 'negara', 'maju', 'perlu', 'persatuan', 'nasional', 'sehingga', 'kami', 'mendukung', 'adanya', 'rekonsiliasi', 'nasional', 'kata', 'budie', 'arie', 'saat', 'ditemui', 'di', 'acara', 'bukber', 'di', 'kantor', 'dpp', 'projo', 'pancoran', 'jaksel', 'senin', 'projo', 'jokowi', 'indonesiaemas']","['rekonsiliasi', 'negara', 'maju', 'persatuan', 'nasional', 'mendukung', 'rekonsiliasi', 'nasional', 'budie', 'arie', 'ditemui', 'acara', 'bukber', 'kantor', 'dpp', 'projo', 'pancoran', 'jaksel', 'senin', 'projo', 'jokowi', 'indonesiaemas']","['rekonsiliasi', 'negara', 'maju', 'satu', 'nasional', 'dukung', 'rekonsiliasi', 'nasional', 'budie', 'arie', 'temu', 'acara', 'bukber', 'kantor', 'dpp', 'projo', 'pancoran', 'jaksel', 'senin', 'projo', 'jokowi', 'indonesiaemas']"
DPP Projo mengadakan Bukber Santunin Anak yatim &amp; Syukuran @prabowo Gibran Menang 🇮🇩 #projo #jokowi #IndonesiaEmas #bukber #Ramadan https://t.co/lc98fLvTzO,DPP Projo mengadakan Bukber Santunin Anak yatim amp Syukuran prabowo Gibran Menang  projo jokowi IndonesiaEmas bukber Ramadan ,"['dpp', 'projo', 'mengadakan', 'bukber', 'santunin', 'anak', 'yatim', 'amp', 'syukuran', 'prabowo', 'gibran', 'menang', 'projo', 'jokowi', 'indonesiaemas', 'bukber', 'ramadan']","['dpp', 'projo', 'mengadakan', 'bukber', 'santunin', 'anak', 'yatim', 'amp', 'syukuran', 'prabowo', 'gibran', 'menang', 'projo', 'jokowi', 'indonesiaemas', 'bukber', 'ramadan']","['dpp', 'projo', 'ada', 'bukber', 'santunin', 'anak', 'yatim', 'amp', 'syukur', 'prabowo', 'gibran', 'menang', 'projo', 'jokowi', 'indonesiaemas', 'bukber', 'ramadan']"
@hardye76 Secara terang jelas dan nyata di jalan umum pula .... Benar2 orba telah dibangkitkan justru oleh sebagian dr kita sendiri !! #IndonesiaCemas,hardye Secara terang jelas dan nyata di jalan umum pula  Benar orba telah dibangkitkan justru oleh sebagian dr kita sendiri  IndonesiaCemas,"['hardye', 'secara', 'terang', 'jelas', 'dan', 'nyata', 'di', 'jalan', 'umum', 'pula', 'benar', 'orba', 'telah', 'dibangkitkan', 'justru', 'oleh', 'sebagian', 'dr', 'kita', 'sendiri', 'indonesiacemas']","['hardye', 'terang', 'nyata', 'jalan', 'orba', 'dibangkitkan', 'dr', 'indonesiacemas']","['hardye', 'terang', 'nyata', 'jalan', 'orba', 'bangkit', 'dr', 'indonesiacemas']"
Selamat Menyala Juara All England 2024 🇮🇩 #projo #jokowi #IndonesiaEmas #AllEngland2024 https://t.co/PMZCPGwwUB,Selamat Menyala Juara All England   projo jokowi IndonesiaEmas AllEngland ,"['selamat', 'menyala', 'juara', 'all', 'england', 'projo', 'jokowi', 'indonesiaemas', 'allengland']","['selamat', 'menyala', 'juara', 'all', 'england', 'projo', 'jokowi', 'indonesiaemas', 'allengland']","['selamat', 'nyala', 'juara', 'all', 'england', 'projo', 'jokowi', 'indonesiaemas', 'allengland']"
JOKOWI #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #prabowo #prabowosubianto #pgri https://t.co/t8N488h6CQ,JOKOWI jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia prabowo prabowosubianto pgri ,"['jokowi', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'pgri']","['jokowi', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'pgri']","['jokowi', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'pgri']"
Hasil Sementara @prabowo Subianto Gibran Rakabuming kuasai 32 Provinsi ke dua Anies dan buncit Ganjar Pranowo #projo #jokowi #IndonesiaEmas https://t.co/GgmnKgCHDX,Hasil Sementara prabowo Subianto Gibran Rakabuming kuasai  Provinsi ke dua Anies dan buncit Ganjar Pranowo projo jokowi IndonesiaEmas ,"['hasil', 'sementara', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'kuasai', 'provinsi', 'ke', 'dua', 'anies', 'dan', 'buncit', 'ganjar', 'pranowo', 'projo', 'jokowi', 'indonesiaemas']","['hasil', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'kuasai', 'provinsi', 'anies', 'buncit', 'ganjar', 'pranowo', 'projo', 'jokowi', 'indonesiaemas']","['hasil', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'kuasa', 'provinsi', 'anies', 'buncit', 'ganjar', 'pranowo', 'projo', 'jokowi', 'indonesiaemas']"
@vonnycornellya_ @jokowi tuanku raja sudah mulai tutup mata terhadap rakyatnya...!!! #muak #indonesiaCemas,vonnycornellya jokowi tuanku raja sudah mulai tutup mata terhadap rakyatnya muak indonesiaCemas,"['vonnycornellya', 'jokowi', 'tuanku', 'raja', 'sudah', 'mulai', 'tutup', 'mata', 'terhadap', 'rakyatnya', 'muak', 'indonesiacemas']","['vonnycornellya', 'jokowi', 'tuanku', 'raja', 'tutup', 'mata', 'rakyatnya', 'muak', 'indonesiacemas']","['vonnycornellya', 'jokowi', 'tuanku', 'raja', 'tutup', 'mata', 'rakyat', 'muak', 'indonesiacemas']"
Rekapitulasi Final KPU di 31 Provinsi Prabowo Gibran tetap unggul jauh meninggalkan Paslon 01 &amp; 03. tinggal sisa 7 Provinsi lagi #projo #jokowi #IndonesiaEmas https://t.co/VvwnxgGaGu,Rekapitulasi Final KPU di  Provinsi Prabowo Gibran tetap unggul jauh meninggalkan Paslon  amp  tinggal sisa  Provinsi lagi projo jokowi IndonesiaEmas ,"['rekapitulasi', 'final', 'kpu', 'di', 'provinsi', 'prabowo', 'gibran', 'tetap', 'unggul', 'jauh', 'meninggalkan', 'paslon', 'amp', 'tinggal', 'sisa', 'provinsi', 'lagi', 'projo', 'jokowi', 'indonesiaemas']","['rekapitulasi', 'final', 'kpu', 'provinsi', 'prabowo', 'gibran', 'unggul', 'meninggalkan', 'paslon', 'amp', 'tinggal', 'sisa', 'provinsi', 'projo', 'jokowi', 'indonesiaemas']","['rekapitulasi', 'final', 'kpu', 'provinsi', 'prabowo', 'gibran', 'unggul', 'tinggal', 'paslon', 'amp', 'tinggal', 'sisa', 'provinsi', 'projo', 'jokowi', 'indonesiaemas']"
PRABOWO bersama presiden Turkey #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #prabowo #prabowosubianto #kaltim https://t.co/TZ4CdGUwxt,PRABOWO bersama presiden Turkey jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia prabowo prabowosubianto kaltim ,"['prabowo', 'bersama', 'presiden', 'turkey', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'kaltim']","['prabowo', 'presiden', 'turkey', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'kaltim']","['prabowo', 'presiden', 'turkey', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'kaltim']"
@illuminatidrpme diusahakan berkaca kpd diri semdiri #indonesiaemas,illuminatidrpme diusahakan berkaca kpd diri semdiri indonesiaemas,"['illuminatidrpme', 'diusahakan', 'berkaca', 'kpd', 'diri', 'semdiri', 'indonesiaemas']","['illuminatidrpme', 'diusahakan', 'berkaca', 'kpd', 'semdiri', 'indonesiaemas']","['illuminatidrpme', 'usaha', 'kaca', 'kpd', 'semdiri', 'indonesiaemas']"
@ekokuntadhi1 sekalian aja jan etes jadiin tokoh nasional...!!! #indonesiaCemas,ekokuntadhi sekalian aja jan etes jadiin tokoh nasional indonesiaCemas,"['ekokuntadhi', 'sekalian', 'aja', 'jan', 'etes', 'jadiin', 'tokoh', 'nasional', 'indonesiacemas']","['ekokuntadhi', 'aja', 'jan', 'etes', 'jadiin', 'tokoh', 'nasional', 'indonesiacemas']","['ekokuntadhi', 'aja', 'jan', 'etes', 'jadiin', 'tokoh', 'nasional', 'indonesiacemas']"
#tiktok #alibaba #CCPChina belimbing gemoy #indonesia #IndonesiaEmas #Pemilu2024,tiktok alibaba CCPChina belimbing gemoy indonesia IndonesiaEmas Pemilu,"['tiktok', 'alibaba', 'ccpchina', 'belimbing', 'gemoy', 'indonesia', 'indonesiaemas', 'pemilu']","['tiktok', 'alibaba', 'ccpchina', 'belimbing', 'gemoy', 'indonesia', 'indonesiaemas', 'pemilu']","['tiktok', 'alibaba', 'ccpchina', 'belimbing', 'gemoy', 'indonesia', 'indonesiaemas', 'milu']"
JOKOWI #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #prabowo #prabowosubianto #kaltim https://t.co/tEQf9pWbHz,JOKOWI jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia prabowo prabowosubianto kaltim ,"['jokowi', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'kaltim']","['jokowi', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'kaltim']","['jokowi', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'kaltim']"
Prabowo bersama para menteri kabinet Indonesia Maju #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #prabowo #prabowosubianto https://t.co/qLh0YflKis,Prabowo bersama para menteri kabinet Indonesia Maju jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia prabowo prabowosubianto ,"['prabowo', 'bersama', 'para', 'menteri', 'kabinet', 'indonesia', 'maju', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']","['prabowo', 'menteri', 'kabinet', 'indonesia', 'maju', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']","['prabowo', 'menteri', 'kabinet', 'indonesia', 'maju', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']"
IKN kota Smart City #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #prabowo #prabowosubianto #ikn https://t.co/jBYjMlQne5,IKN kota Smart City jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia prabowo prabowosubianto ikn ,"['ikn', 'kota', 'smart', 'city', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'ikn']","['ikn', 'kota', 'smart', 'city', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'ikn']","['ikn', 'kota', 'smart', 'city', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'ikn']"
 Tinggal bagaimana elite politik. Saya mengharapkan semoga elite politik kita segera rukun kembali proses konsolidasi berjalan dengan baik ujar Budi kepada wartawan di Jakarta Kamis (14/3/2024). #projo #jokowi #IndonesiaEmas https://t.co/GyYTrN9ucB, Tinggal bagaimana elite politik Saya mengharapkan semoga elite politik kita segera rukun kembali proses konsolidasi berjalan dengan baik ujar Budi kepada wartawan di Jakarta Kamis  projo jokowi IndonesiaEmas ,"['tinggal', 'bagaimana', 'elite', 'politik', 'saya', 'mengharapkan', 'semoga', 'elite', 'politik', 'kita', 'segera', 'rukun', 'kembali', 'proses', 'konsolidasi', 'berjalan', 'dengan', 'baik', 'ujar', 'budi', 'kepada', 'wartawan', 'di', 'jakarta', 'kamis', 'projo', 'jokowi', 'indonesiaemas']","['tinggal', 'elite', 'politik', 'mengharapkan', 'semoga', 'elite', 'politik', 'rukun', 'proses', 'konsolidasi', 'berjalan', 'budi', 'wartawan', 'jakarta', 'kamis', 'projo', 'jokowi', 'indonesiaemas']","['tinggal', 'elite', 'politik', 'harap', 'moga', 'elite', 'politik', 'rukun', 'proses', 'konsolidasi', 'jalan', 'budi', 'wartawan', 'jakarta', 'kamis', 'projo', 'jokowi', 'indonesiaemas']"
Selamat pg tuan presiden @jokowi Skdr contoh kecil dr sbgian kecil daerah Yakin menuju indonesia emas ? #indonesiacemas https://t.co/NfDRCMuSCG,Selamat pg tuan presiden jokowi Skdr contoh kecil dr sbgian kecil daerah Yakin menuju indonesia emas  indonesiacemas ,"['selamat', 'pg', 'tuan', 'presiden', 'jokowi', 'skdr', 'contoh', 'kecil', 'dr', 'sbgian', 'kecil', 'daerah', 'yakin', 'menuju', 'indonesia', 'emas', 'indonesiacemas']","['selamat', 'pg', 'tuan', 'presiden', 'jokowi', 'skdr', 'contoh', 'dr', 'sbgian', 'daerah', 'indonesia', 'emas', 'indonesiacemas']","['selamat', 'pg', 'tuan', 'presiden', 'jokowi', 'skdr', 'contoh', 'dr', 'sbgian', 'daerah', 'indonesia', 'emas', 'indonesiacemas']"
